participant,emotion,filename,full_path,relative_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr,rms,spec_centroid,f0_mean,jitter,shimmer
Participant 1,1. Neutral,1.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\1.1.mp3,Participant 1\1. Neutral\1.1.mp3,-398.0462646484375,133.9579315185547,13.22737979888916,16.002685546875,20.646997451782227,11.353243827819824,-1.4862333536148071,-4.107715129852295,-6.852065563201904,-4.234348297119141,-10.568377494812012,-8.218588829040527,5.724859714508057,0.3371037542819977,0.2841339707374573,0.301817923784256,0.2723531424999237,0.3071193099021911,0.3770290315151214,0.477381020784378,0.4748614728450775,0.4311437308788299,0.4362798631191253,0.4367726743221283,0.4490483701229095,0.0551045735677083,0.0269128549844026,1289.4447773565134,204.72957327533848,0.0251234792212967,0.1338609726783949
Participant 1,1. Neutral,10.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\10.1.mp3,Participant 1\1. Neutral\10.1.mp3,-355.3224792480469,115.97198486328124,-3.588266372680664,17.8697509765625,-6.516343116760254,-11.122360229492188,-11.55952262878418,9.276753425598145,-2.604080438613892,-15.848767280578612,4.361279010772705,-6.456727981567383,-6.024417400360107,0.3072656989097595,0.2719193994998932,0.2727304100990295,0.3390212655067444,0.3113651573657989,0.3199456036090851,0.3737760186195373,0.5174914002418518,0.6392397880554199,0.4839020669460296,0.4120595753192901,0.4002453982830047,0.0789122289540816,0.0349295884370803,1671.7179819181438,212.45455145784905,0.0171087591331189,0.0761171562817262
Participant 1,1. Neutral,11.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\11.1.mp3,Participant 1\1. Neutral\11.1.mp3,-383.1623229980469,143.26231384277344,2.2302052974700928,15.725683212280272,23.44318580627441,9.052836418151855,1.6204125881195068,3.232680559158325,-14.008560180664062,-8.290614128112793,-7.265558242797852,-17.46779441833496,-9.289769172668455,0.4103892743587494,0.3824473023414612,0.2923323214054107,0.2687738537788391,0.2122489064931869,0.2320899963378906,0.3241364061832428,0.4455074667930603,0.3947616815567016,0.4067872762680053,0.3764786720275879,0.3778136968612671,0.0466190078883495,0.0248391907662153,1234.9215753497897,197.1042335318532,0.0274946289528812,0.1496491919915262
Participant 1,1. Neutral,12.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\12.1.mp3,Participant 1\1. Neutral\12.1.mp3,-368.4145812988281,110.39203643798828,15.308947563171388,11.57749080657959,-1.213024020195007,-4.078314781188965,-15.180628776550291,8.90089225769043,-6.042295932769775,-10.623113632202148,3.2801520824432373,-10.34276008605957,-9.94257640838623,0.3776793777942657,0.2841058075428009,0.2215757220983505,0.2335043251514434,0.2642605304718017,0.3213740289211273,0.3893175721168518,0.4821206629276275,0.4587004780769348,0.4407972693443298,0.3849120736122131,0.4193988442420959,0.06280517578125,0.0342658832669258,1644.629143483056,220.9337607898167,0.0217606241695421,0.0860635794560179
Participant 1,1. Neutral,13.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\13.1.mp3,Participant 1\1. Neutral\13.1.mp3,-369.4368286132813,133.05374145507812,-20.10681915283203,28.915620803833008,13.946951866149902,11.707113265991213,-2.2534775733947754,0.8169112801551819,-13.75167465209961,-5.93009614944458,-9.328949928283691,-8.598246574401855,-2.6108806133270264,0.3599404692649841,0.2640977203845978,0.2935989499092102,0.2622190713882446,0.2120902091264724,0.2713545560836792,0.3807969093322754,0.4187782704830169,0.3737975060939789,0.4037937223911285,0.5578234195709229,0.5983922481536865,0.0772383840460526,0.0220606978982687,1548.281062006192,223.14304755615245,0.0231187414009064,0.1245836207232664
Participant 1,1. Neutral,14.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\14.1.mp3,Participant 1\1. Neutral\14.1.mp3,-383.2633056640625,137.9813690185547,-21.545732498168945,37.1091423034668,28.286733627319336,-6.124744892120361,-0.8535807728767395,3.95732307434082,-17.662940979003906,-13.302623748779297,-5.930830478668213,-9.552105903625488,-10.893722534179688,0.3225913643836975,0.2211593240499496,0.2097210586071014,0.2135656028985977,0.2240384072065353,0.271079272031784,0.3233373463153839,0.3715006113052368,0.3332519829273224,0.3305021226406097,0.4862746000289917,0.5410639643669128,0.0550978640292553,0.0269683171063661,1321.1350749266207,217.0075828542448,0.0255306545132019,0.1157145547989852
Participant 1,1. Neutral,15.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\15.1.mp3,Participant 1\1. Neutral\15.1.mp3,-387.50823974609375,119.61866760253906,-11.747810363769531,31.28314971923828,12.329660415649414,14.731001853942873,2.00475549697876,3.098062515258789,-10.19192123413086,-7.053203105926514,-11.999521255493164,-10.574426651000977,-1.60905659198761,0.4322945773601532,0.355510950088501,0.3121311962604522,0.3211500942707062,0.3277847468852997,0.3274538815021515,0.4200116097927093,0.453971117734909,0.4144375026226043,0.4776100814342499,0.508731484413147,0.4941149652004242,0.0951238082627118,0.0190730802714824,1774.63154912367,228.10410800146195,0.0253512107414218,0.1116034547704782
Participant 1,1. Neutral,2.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\2.1.mp3,Participant 1\1. Neutral\2.1.mp3,-388.7240295410156,123.54364776611328,19.11777877807617,14.266600608825684,13.131525039672852,0.9171676635742188,1.1499861478805542,-0.0060777412727475,-9.36875343322754,-3.5723791122436523,-3.7611429691314697,-11.415578842163086,-1.0619351863861084,0.3418418169021606,0.309621512889862,0.2618595361709595,0.2469964027404785,0.2069168537855148,0.2966026663780212,0.3761329352855682,0.4250294268131256,0.365764319896698,0.3947318792343139,0.5513697862625122,0.472902774810791,0.0523757259402654,0.0335674732923507,1395.3552094526317,220.27671406365937,0.0162056861825479,0.1039172640781026
Participant 1,1. Neutral,3.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\3.1.mp3,Participant 1\1. Neutral\3.1.mp3,-355.093505859375,114.25753021240234,11.652350425720217,23.345129013061523,12.744424819946287,-1.0287868976593018,-0.5219327211380005,2.236037015914917,-15.340709686279297,-5.480171203613281,-1.036806344985962,-4.904321670532227,-0.3000699877738952,0.3587715327739715,0.2530308961868286,0.239050343632698,0.2546055912971496,0.2067914605140686,0.1939958482980728,0.245703637599945,0.3157936930656433,0.2933912575244903,0.4762042760848999,0.4887423515319824,0.5127930641174316,0.0643932414504716,0.0371085107326507,1559.388399390378,219.06477864098107,0.0148550418617225,0.0978899427504061
Participant 1,1. Neutral,4.1.mp3,C:\Users\bdeep\Downloads\research1\Punjabi\Participant 1\1. Neutral\4.1.mp3,Participant 1\1. Neutral\4.1.mp3,-365.94427490234375,120.72752380371094,-6.442631244659424,18.665849685668945,5.047542572021484,-14.16635799407959,-16.949121475219727,20.48670959472656,-3.278989553451538,-12.52476978302002,-0.6435447931289673,-5.296414852142334,1.5507386922836304,0.299069732427597,0.2859559059143066,0.2976050972938537,0.3294250071048736,0.3196881711483001,0.3381530344486236,0.2988563477993011,0.4033860564231872,0.4469164311885834,0.5023579001426697,0.4707476794719696,0.3655953109264374,0.0636117117745535,0.0323318615555763,1523.5861017326802,216.69919913408432,0.0142872928420995,0.0721163500705827
